	LDC Tag - WD Q-name	LDC code - PB	A0	A1	A2	A3	A4	
LDC	medical.diagnosis.unspecified	LDC_KAIROS_evt_050	Treater = per, org, gpe, sid	Patient = per, aml	SymptomSign = mhi	MedicalCondition = mhi	Place = loc, gpe, fac	
xpo	medical_diagnosis_Q177719	diagnose.01	A0-pag_agent_doctor = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_patient = +concrete_object_Q4406616 | +organization_Q43229	A2-prd_attribute_illness	A2-prd_attribute_illness	AM-LOC	
Comments								
								
LDC	medical.intervention.unspecified	LDC_KAIROS_evt_051	Treater = per, org, gpe, sid	Patient = per, aml	MedicalIssue = mhi	Instrument = com	Place = loc, gpe, fac	
xpo	treatment_Q179661	treat.03	A0-pag_X_doctor = +person_Q215627 | +group_of_humans_Q16334295 | +drug_Q8386	A1-ppt_X_patient = +organism_Q7239 | +person_Q215627	A2-ppt_X_illness_or_injury = None	A3-mnr_X_instrument = None	AM-LOC	
Comments								
								
LDC	medical.vaccinate.unspecified	LDC_KAIROS_evt_052	Treater = per, org, gpe, sid	Patient = per, aml	VaccineTarget = mhi	VaccineMethod = com	Place = loc, gpe, fac	
xpo	vaccination_Q192995	inoculate.01, vaccinate.01	A0-pag_X_inoculator = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X_patient_inoculated = +organism_Q7239 | +person_Q215627	A2-ppt_X_inoculated_against = None	A3-mnr_X_innoculated_with = None	AM-LOC	
Comments								
								
LDC	movement.transportation.evacuation	LDC_evt_115	Transporter = per, org, gpe, sid	Passenger = per	Vehicle = veh	Origin = loc, gpe, fac	Destination = loc, gpe, fac	
xpo	emergency_evacuation_Q606332	evacuate.01, transport.01	A0-pag_agent_transporter = +organism_Q7239 | +person_Q215627 | +group_of_humans_Q16334295	A1-PPT_thing_transported = +organism_Q7239 | +person_Q215627 | +group_of_humans_Q16334295	AM-MNR	A2-dir_initial_location_source = +geographic_entity_Q27096213	A3-gol_destination_destination = +geographic_entity_Q27096213	
Comments								
								
LDC	movement.transportation.grantallowpassage	LDC_KAIROS_evt_054	Transporter = per, org, gpe, sid	PassengerArtifact = per, bal, com, fac, loc, mon, veh, wea, aml, pth, pla, bod, nat	Vehicle = veh	Granter = per, org, gpe, sid	Origin = loc, gpe, fac	Destination = loc, gpe, fac
xpo	access_Q57699905	permit.01, admit.02	A1-ppt_theme_enterer = +organism_Q7239 | +person_Q215627 | +group_of_humans_Q16334295			A0-pag_agent_allower  = +person_Q215627 | +group_of_humans_Q16334295	AM-DIR	A2-loc_location_place entered = +geographic_entity_Q27096213
Comments								
								
LDC	movement.transportation.illegaltransportation - smuggling	LDC_evt_111	Transporter = per, org, gpe, sid	Artifact = bal, com, fac, loc, mon, veh, wea	Vehicle = veh	Origin = loc, gpe, fac	Destination = loc, gpe, fac	
xpo	smuggling_Q184840	smuggle.01	A0-pag_agent_thief = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_stolen_object = +concrete_object_Q4406616	AM-MNR	A2-dir_initial_location_stolen-from  = +geographic_entity_Q27096213	A3-gol_destination_destination  = +geographic_entity_Q27096213	
Comments								
								
LDC	movement.transportation.illegaltransportation - illegal migration	LDC_evt_112 (transport people)	Transporter = per, org, gpe, sid	Passenger = per	Vehicle = veh	Origin = loc, gpe, fac	Destination = loc, gpe, fac	
xpo	illegal_migration_Q107434802	slip.02	A0-pag_agent_mover = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_moved = +person_Q215627	AM-MNR	AM-DIR	A2-GOL_X_destination  = +geographic_entity_Q27096213	
Comments								
								
LDC	movement.transportation.unspecified - travel	LDC_KAIROS_evt_057	Transporter = per, org, gpe, sid	Passenger = per	Vehicle = veh	Origin = loc, gpe, fac	Destination = loc, gpe, fac	
xpo	travel_Q61509	travel.01, slip.02	A0-pag_agent_mover = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_patient_moved = +person_Q215627	AM-MNR	AM-DIR	A2-GOL_X_destination  = +geographic_entity_Q27096213	
Comments								
								
LDC	movement.transportation.unspecified - transport	LDC_KAIROS_evt_057	Transporter = per, org, gpe, sid	PassengerArtifact = per, bal, com, fac, loc, mon, veh, wea, aml, pth, pla, bod, nat	Vehicle = veh	Origin = loc, gpe, fac, com, veh	Destination = loc, gpe, fac, com, veh	
xpo	transport_Q7590	transport.01	A0-pag_agent_transporter = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_thing_transported = +concrete_object_Q4406616	AM-MNR	A2-dir_Initial_location_source = None	A3-gol_destination_destination = None	
Comments								
								
LDC	movement.transportation.unspecified	LDC_KAIROS_evt_057	Transporter = per, org, gpe, sid	PassengerArtifact = per, bal, com, fac, loc, mon, veh, wea, aml, pth, pla, bod, nat	Vehicle = veh	Origin = loc, gpe, fac, com, veh	Destination = loc, gpe, fac, com, veh	
xpo	travel_Q61509 | transport_Q7590	transport.01, travel.01, slip.02	A0-pag_agent_xx = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X_xx = +concrete_object_Q4406616	AM-MNR	Ax-dir = None	Ax-gol_X_destination = None	
Comments								
								
LDC	personnel.changeposition.changejoblocation	LDC_KAIROS_evt_058	Employee = per	PlaceOfEmployment = gpe, org	PreviousOrgLocation = loc, gpe	NewOrgLocation = loc, gpe	Place = loc, gpe, fac	
xpo	intra-company_transfer_Q6206738	relocate.01	A1-ppt_X_entity_relocated = +person_Q215627 | +group_of_humans_Q16334295	A0-pag_X_agent = +person_Q215627 | +group_of_humans_Q16334295	A3-dir_X_source = None	A2-gol_X_destination = None	AM-LOC	
Comments	needed jumbling of general args							
								
LDC	personnel.changeposition.demotion	Kairos	Employee = per	PlaceOfEmployment = gpe, org	PreviousPosition = ttl	NewPosition = ttl	Place = loc, gpe, fac	
xpo	demotion_Q464858	demote.01	A1-ppt_X_thing_in_motion = +group_of_humans_Q16334295	A0-pag_X_causer_of_motion = +person_Q215627	A3-dir_X_source = None	A2-gol_X_destination = None	AM-LOC	
Comments								
								
LDC	personnel.changeposition.lateral	Kairos	Employee = per	PlaceOfEmployment = gpe, org	PreviousPosition = ttl	NewPosition = ttl	Place = loc, gpe, fac	
xpo	intra-company_transfer_Q6206738	relocate.01	A1-ppt_X_entity_relocated = +person_Q215627	A0-pag_X_agent = +person_Q215627 | +group_of_humans_Q16334295	A3-dir_X_source = None	A2-gol_X_destination = None	AM-LOC	
Comments								
								
LDC	personnel.changeposition.promotion	Kairos	Employee = per	PlaceOfEmployment = gpe, org	PreviousPosition = ttl	NewPosition = ttl	Place = loc, gpe, fac	
xpo	promotion_Q574433	promote.01	A1-ppt_X_thing_in_motion = +person_Q215627 | +group_of_humans_Q16334295	A0-pag_X_causer_of_motion = +person_Q215627 | +group_of_humans_Q16334295	A3-dir_X_source = None	A2-gol_X_destination = None	AM-LOC	
Comments								
								
LDC	personnel.changeposition.unspecified	Kairos	Employee = per	PlaceOfEmployment = gpe, org	PreviousPosition	NewPosition	Place = loc, gpe, fac	
xpo	appointment_Q1318578	appoint.01	A1-ppt_theme_appointee = +person_Q215627 | +group_of_humans_Q16334295	A0-pag_agent_appointer =+person_Q215627 | +group_of_humans_Q16334295		A2-prd_result_job = None	AM-LOC	
Comments	Add LDC arg argRestraints							
								
LDC	personnel.elect.unspecified	LDC_evt_123	Voter = per, sid	Candidate = per	Place = loc, gpe, fac			
xpo	election_Q40231	elect.01	A0-pag_agent_voters = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_candidate = +person_Q215627	AM-LOC			
Comments								
								
LDC	personnel.elect.winelection	LDC_evt_124	Voter = per, sid	Candidate = per	Place = loc, gpe, fac			
xpo	elected_Q20826785	elect.01	A0-pag_agent_voters = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_candidate = +person_Q215627	AM-LOC			
Comments								
								
LDC	personnel.endposition.firinglayoff	LDC_evt_126	Employee = per	PlaceOfEmployment = gpe, org	Place = loc, gpe, fac			
xpo	dismissal_Q17052147	fire.02	A1-ppt_theme_ex-employee = +person_Q215627	A0-pag_agent_employer = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	personnel.endposition.quitretire	LDC_evt_127	Employee = per	PlaceOfEmployment = gpe, org	Place = loc, gpe, fac			
xpo	resignation_Q796919	resign.01, quit.01	A0-pag_agent_quitter = +person_Q215627	A1-ppt_source_job = None	AM-LOC			
Comments								
								
LDC	personnel.endposition.unspecified	LDC_evt_125	Employee = per	PlaceOfEmployment = gpe, org	Place = loc, gpe, fac			
xpo	termination_of_employment_Q685744	terminate.02	A1-ppt_theme_ex-employee = +person_Q215627	A0-pag_employer = +person_Q215627 | +group_of_humans_Q16334295	AM-LOC			
Comments								
								
LDC	personnel.startposition.hiring	LDC_evt_129	Employee = per	PlaceOfEmployment = gpe, org	Place = loc, gpe, fac			
xpo	recruitment_Q899277	hire.01	A1-ppt_theme_new_employee = +person_Q215627	A0-PAG_agent_employer = +person_Q215627	AM-LOC			
Comments								
								
LDC	personnel.startposition.unspecified	LDC_evt_128	Employee = per	PlaceOfEmployment = gpe, org	Position	Place = loc, gpe, fac		
xpo	appointment_Q1318578	appoint.01	A0-pag_agent_quitter = +person_Q215627	A0-pag_agent_appointer =+person_Q215627 | +group_of_humans_Q16334295	A2-prd_result_position = None	AM-LOC		
Comments								
								
LDC	transaction.aidbetweengovernments.unspecified	LDC_KAIROS_evt_065	Giver = gpe	Recipient = gpe	Beneficiary = per, org, gpe, sid	ArtifactMoney = mon, com, bal, fac, veh, wea, aml, pla, nat, abs, bod	Place = loc, gpe, fac	
xpo	international_aid_Q2827815	help.01, aid.01, give.01	A0-pag_agent_giver = +group_of_humans_Q16334295	A2-gol_recipient_rntity_given_to = +group_of_humans_Q16334295		A1-ppt_theme_thing_given	AM-LOC	
Comments								
								
LDC	transaction.donation.unspecified	LDC_evt_132	Giver = per, org, gpe, sid	Recipient = per, org, gpe, sid	Beneficiary = per, org, gpe, sid	Place = loc, gpe, fac		
xpo	gift_Q707482	donate.01, gift.01, give.01	A0-pag_agent_giver =  +person_Q215627 +group_of_humans_Q16334295	A2-gol_recipient_rntity_given_to =  +person_Q215627 +group_of_humans_Q16334295		AM-LOC		
Comments								
								
LDC	transaction.exchangebuysell.unspecified	LDC_KAIROS_evt_067	Giver = per, org, gpe, sid	Recipient = per, org, gpe, sid	AcquiredEntity = bal, com, gpe, fac, loc, mon, org, veh, wea, abs, aml, nat, pla, pth	PaymentBarter = bal, com, gpe, fac, loc, mon, org, veh, wea, abs, aml, nat, pla, pth	Beneficiary = per, org, gpe, sid	Place = loc, gpe, fac
xpo	exchange_of_goods_Q21651837	exchange.01	A0-pag_agent_agent = +person_Q215627 | +group_of_humans_Q16334295	A2-com_co-agent_other_exchanger = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_thing_being_traded = None	A3-ppt_co-theme_other_item_in_exchange_price_or_premium = None	A4-gol_X_benefactive	AM-LOC
Comments								
								
LDC	socialbehavior.wear.wear	NEW	Wearer = per	Thing worn = com	Body Location = bod	Place = loc, gpe, fac		
xpo		wear.01	A0-pag_pivot_wearer = +person_Q215627	A1-ppt_theme_clothing = +clothing_Q11460		AM-LOC		
Comments	Nothing in WD	New Event, no LDC args yet						
								
LDC	socialbehavior.clean.sanitize	NEW	Agent = per, org, gpe, sid	Sanitized Object = fac, com, veh, wea	Sanitizing Agent = com, nat	Pathogen = pth	Place = loc, gpe, fac	
xpo	disinfection_Q66869562	sanitize.01	A0-pag_X_cleaner = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X_thing_made_clean = None	AM-MNR	AM-CAU	AM-LOC	
Comments								
								
LDC	socialbehavior.clean.wash	NEW	Washer = per, org, gpe, sid	Thing Washed = per, bod, nat, com, veh, wea	Cleansing Agent = com, nat	Place = loc, gpe, fac		
xpo	washing_Q23841	wash.01	A0-pag_agent_agent_of_washing = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_theme_thing_being_washed = +organism_Q7239 | +anatomical_structure_Q4936952 | +concrete_object_Q4406616 | +person_Q215627	A2-mnr_X_washing_liquid = None	AM-LOC		
Comments								
								
LDC	socialbehavior.complyobey.unspecified	NEW	Complier = per, org, gpe, sid	Rule = event, law	Place = loc, gpe, fac			
xpo	compliance_Q1399332	abide.01, comply.01	A0-pag_X_complier = +person_Q215627 | +group_of_humans_Q16334295	A1-ppt_X__complied-with = None	AM-LOC			
Comments								
